effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,X_i,58.433,20.107,2.906,51.371,0.005
ran_pars,subj_id,sd__(Intercept),104.462,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.044,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.514,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),66.886,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.628,NA,NA,NA,NA
fixed,NA,(Intercept),789.021,15.983,49.366,117.909,0
fixed,NA,X_i,-1.317,23.572,-0.056,49.043,0.956
ran_pars,subj_id,sd__(Intercept),108.726,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.246,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,25.746,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.376,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.534,NA,NA,NA,NA
fixed,NA,(Intercept),796.344,14.661,54.317,118.229,0
fixed,NA,X_i,37.021,21.649,1.71,50.345,0.093
ran_pars,subj_id,sd__(Intercept),100.395,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.282,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.698,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.892,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.657,NA,NA,NA,NA
fixed,NA,(Intercept),792.501,15.65,50.64,113.804,0
fixed,NA,X_i,36.768,23.541,1.562,48.863,0.125
ran_pars,subj_id,sd__(Intercept),103.804,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.389,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,23.528,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.392,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.769,NA,NA,NA,NA
fixed,NA,(Intercept),795.109,17.577,45.237,107.471,0
fixed,NA,X_i,57.793,27.598,2.094,50.836,0.041
ran_pars,subj_id,sd__(Intercept),111.429,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.391,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,47.5,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),93.98,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.567,NA,NA,NA,NA
fixed,NA,(Intercept),813.307,13.542,60.06,114.984,0
fixed,NA,X_i,54.562,20.291,2.689,50.69,0.01
ran_pars,subj_id,sd__(Intercept),91.385,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.036,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.05,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.759,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.471,NA,NA,NA,NA
fixed,NA,(Intercept),790.383,15.228,51.902,132.013,0
fixed,NA,X_i,47.678,20.723,2.301,54.001,0.025
ran_pars,subj_id,sd__(Intercept),114.549,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.043,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,51.651,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),68.026,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.732,NA,NA,NA,NA
fixed,NA,(Intercept),807.83,14.157,57.062,114.606,0
fixed,NA,X_i,16.685,21.238,0.786,50.021,0.436
ran_pars,subj_id,sd__(Intercept),94.972,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.121,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.89,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.493,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.995,NA,NA,NA,NA
fixed,NA,(Intercept),770.969,15.383,50.12,107.391,0
fixed,NA,X_i,76.445,23.782,3.214,48.527,0.002
ran_pars,subj_id,sd__(Intercept),98.055,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.173,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,19.188,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.289,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.909,NA,NA,NA,NA
fixed,NA,(Intercept),814.697,17.727,45.958,101.868,0
fixed,NA,X_i,31.278,28.389,1.102,49.951,0.276
ran_pars,subj_id,sd__(Intercept),108.128,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.279,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.775,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),97.235,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.955,NA,NA,NA,NA
fixed,NA,(Intercept),817.536,13.594,60.138,123.221,0
fixed,NA,X_i,51.613,19.516,2.645,52.215,0.011
ran_pars,subj_id,sd__(Intercept),96.915,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.189,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.66,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),64.347,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.894,NA,NA,NA,NA
fixed,NA,(Intercept),800.976,16.111,49.716,103.829,0
fixed,NA,X_i,41.709,25.853,1.613,52.384,0.113
ran_pars,subj_id,sd__(Intercept),99.997,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.227,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,54.853,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.975,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.489,NA,NA,NA,NA
fixed,NA,(Intercept),802.823,15.395,52.147,114.054,0
fixed,NA,X_i,36.168,23.019,1.571,48.143,0.123
ran_pars,subj_id,sd__(Intercept),102.411,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.364,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,11.458,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.776,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.306,NA,NA,NA,NA
fixed,NA,(Intercept),792.14,13.81,57.359,120.244,0
fixed,NA,X_i,40.907,20.391,2.006,53.675,0.05
ran_pars,subj_id,sd__(Intercept),96.401,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.251,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,49.636,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),66.935,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.286,NA,NA,NA,NA
fixed,NA,(Intercept),771.187,16.809,45.88,102.125,0
fixed,NA,X_i,80.227,27.119,2.958,51.744,0.005
ran_pars,subj_id,sd__(Intercept),102.84,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.236,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,53.231,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.87,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.594,NA,NA,NA,NA
fixed,NA,(Intercept),795.341,15.053,52.834,103.377,0
fixed,NA,X_i,83.985,24.017,3.497,51.084,0.001
ran_pars,subj_id,sd__(Intercept),93.326,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.19,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.36,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.107,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.274,NA,NA,NA,NA
fixed,NA,(Intercept),777.02,15.809,49.15,95.158,0
fixed,NA,X_i,69.064,26.243,2.632,51.818,0.011
ran_pars,subj_id,sd__(Intercept),91.949,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.23,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,52.113,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.695,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.539,NA,NA,NA,NA
fixed,NA,(Intercept),784.057,14.247,55.031,122.381,0
fixed,NA,X_i,25.781,20.656,1.248,52.222,0.218
ran_pars,subj_id,sd__(Intercept),100.558,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.23,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.786,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),68.474,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.215,NA,NA,NA,NA
fixed,NA,(Intercept),811.41,14.341,56.58,122.163,0
fixed,NA,X_i,62.389,21.138,2.952,55.003,0.005
ran_pars,subj_id,sd__(Intercept),100.949,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.24,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,56.368,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),69.204,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.643,NA,NA,NA,NA
fixed,NA,(Intercept),789.321,16.405,48.114,108.394,0
fixed,NA,X_i,38.532,25.525,1.51,50.114,0.137
ran_pars,subj_id,sd__(Intercept),104.847,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.213,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.388,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.99,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.185,NA,NA,NA,NA
fixed,NA,(Intercept),812.652,15.503,52.419,118.492,0
fixed,NA,X_i,54.942,23.158,2.373,52.204,0.021
ran_pars,subj_id,sd__(Intercept),105.889,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.427,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,48.363,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.626,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.279,NA,NA,NA,NA
fixed,NA,(Intercept),789.719,16.018,49.303,112.27,0
fixed,NA,X_i,86.229,24.499,3.52,50.655,0.001
ran_pars,subj_id,sd__(Intercept),105.245,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.071,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.247,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.885,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.941,NA,NA,NA,NA
fixed,NA,(Intercept),783.863,17.188,45.606,111.886,0
fixed,NA,X_i,52.175,26.465,1.971,50.995,0.054
ran_pars,subj_id,sd__(Intercept),112.158,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.445,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,46.812,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),89.92,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.853,NA,NA,NA,NA
fixed,NA,(Intercept),767.095,14.422,53.188,113.58,0
fixed,NA,X_i,35.318,22.148,1.595,53.396,0.117
ran_pars,subj_id,sd__(Intercept),96.02,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.267,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,52.248,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.398,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.752,NA,NA,NA,NA
fixed,NA,(Intercept),786.348,16.254,48.378,98.242,0
fixed,NA,X_i,42.426,26.518,1.6,50.895,0.116
ran_pars,subj_id,sd__(Intercept),96.82,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.146,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,46.213,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),90.048,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.555,NA,NA,NA,NA
fixed,NA,(Intercept),771.398,16.291,47.352,120.793,0
fixed,NA,X_i,32.986,23.793,1.386,49.986,0.172
ran_pars,subj_id,sd__(Intercept),112.654,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.133,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.899,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.801,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.764,NA,NA,NA,NA
fixed,NA,(Intercept),819.846,15.246,53.775,89.819,0
fixed,NA,X_i,13.698,25.609,0.535,49.927,0.595
ran_pars,subj_id,sd__(Intercept),84.794,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.045,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.945,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.339,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.707,NA,NA,NA,NA
fixed,NA,(Intercept),809.016,16.533,48.933,98.416,0
fixed,NA,X_i,53.285,27.041,1.971,51.43,0.054
ran_pars,subj_id,sd__(Intercept),98.5,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.246,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,50.955,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.725,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.621,NA,NA,NA,NA
fixed,NA,(Intercept),782.284,16.381,47.754,109.694,0
fixed,NA,X_i,86.441,25.227,3.427,49.443,0.001
ran_pars,subj_id,sd__(Intercept),105.725,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.204,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.781,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.093,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.131,NA,NA,NA,NA
fixed,NA,(Intercept),797.363,14.214,56.096,118.591,0
fixed,NA,X_i,30.124,21.168,1.423,52.845,0.161
ran_pars,subj_id,sd__(Intercept),97.833,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.174,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,47.706,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),70.116,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.037,NA,NA,NA,NA
fixed,NA,(Intercept),792.306,16.104,49.199,99.53,0
fixed,NA,X_i,69.729,26.016,2.68,50.003,0.01
ran_pars,subj_id,sd__(Intercept),96.827,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.239,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.058,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.775,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.607,NA,NA,NA,NA
fixed,NA,(Intercept),781.908,15.521,50.377,104.94,0
fixed,NA,X_i,25.049,24.72,1.013,51.892,0.316
ran_pars,subj_id,sd__(Intercept),97.113,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.238,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,49.656,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.309,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.37,NA,NA,NA,NA
fixed,NA,(Intercept),809.106,16.831,48.073,108.945,0
fixed,NA,X_i,30.838,26.076,1.183,49.75,0.243
ran_pars,subj_id,sd__(Intercept),107.932,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.105,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.807,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),89.045,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.525,NA,NA,NA,NA
fixed,NA,(Intercept),785.39,14.802,53.058,118.586,0
fixed,NA,X_i,51.567,21.865,2.358,50.776,0.022
ran_pars,subj_id,sd__(Intercept),101.58,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.349,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.939,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.463,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.855,NA,NA,NA,NA
fixed,NA,(Intercept),795.466,14.678,54.195,129.395,0
fixed,NA,X_i,-9.723,20.513,-0.474,54.591,0.637
ran_pars,subj_id,sd__(Intercept),108.327,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.313,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,53.316,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.186,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.641,NA,NA,NA,NA
fixed,NA,(Intercept),831.041,15.828,52.505,103.824,0
fixed,NA,X_i,68.346,25.064,2.727,49.902,0.009
ran_pars,subj_id,sd__(Intercept),98.34,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.379,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.979,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.268,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.968,NA,NA,NA,NA
fixed,NA,(Intercept),786.994,15.349,51.272,117.438,0
fixed,NA,X_i,30.516,22.864,1.335,50.788,0.188
ran_pars,subj_id,sd__(Intercept),104.317,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.396,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.527,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.072,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.767,NA,NA,NA,NA
fixed,NA,(Intercept),787.888,14.405,54.694,112.274,0
fixed,NA,X_i,50.082,22.204,2.256,52.724,0.028
ran_pars,subj_id,sd__(Intercept),95.036,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.186,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,49.218,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.935,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.344,NA,NA,NA,NA
fixed,NA,(Intercept),782.258,13.999,55.88,120.67,0
fixed,NA,X_i,46.694,20.445,2.284,52.019,0.026
ran_pars,subj_id,sd__(Intercept),97.979,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.057,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.541,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.676,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.557,NA,NA,NA,NA
fixed,NA,(Intercept),800.97,16.262,49.253,123.526,0
fixed,NA,X_i,72.745,23.45,3.102,50.609,0.003
ran_pars,subj_id,sd__(Intercept),114.381,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.013,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.182,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.318,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.576,NA,NA,NA,NA
fixed,NA,(Intercept),799.688,14.777,54.119,117.293,0
fixed,NA,X_i,57.018,22.099,2.58,51.736,0.013
ran_pars,subj_id,sd__(Intercept),100.543,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.265,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.945,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.942,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.866,NA,NA,NA,NA
fixed,NA,(Intercept),793.56,14.893,53.283,101.712,0
fixed,NA,X_i,28.785,23.676,1.216,49.008,0.23
ran_pars,subj_id,sd__(Intercept),91.259,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.113,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,25.377,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.83,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.205,NA,NA,NA,NA
fixed,NA,(Intercept),818.214,15.786,51.832,102.523,0
fixed,NA,X_i,39.439,25.459,1.549,52.268,0.127
ran_pars,subj_id,sd__(Intercept),97.096,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.247,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,53.339,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),85.702,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.305,NA,NA,NA,NA
fixed,NA,(Intercept),797.39,15.041,53.014,128.24,0
fixed,NA,X_i,20.884,21.012,0.994,51.741,0.325
ran_pars,subj_id,sd__(Intercept),109.658,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.137,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.926,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),70.138,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,194.876,NA,NA,NA,NA
fixed,NA,(Intercept),801.702,13.642,58.768,117.65,0
fixed,NA,X_i,66.191,20.05,3.301,49.995,0.002
ran_pars,subj_id,sd__(Intercept),93.756,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.064,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.377,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.046,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.611,NA,NA,NA,NA
fixed,NA,(Intercept),802.901,14.501,55.369,121.029,0
fixed,NA,X_i,29.755,21.169,1.406,51.515,0.166
ran_pars,subj_id,sd__(Intercept),101.23,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.372,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.139,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),70.653,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.496,NA,NA,NA,NA
fixed,NA,(Intercept),802.81,16.113,49.823,119.061,0
fixed,NA,X_i,46.294,23.79,1.946,50.43,0.057
ran_pars,subj_id,sd__(Intercept),110.387,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.11,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.51,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.521,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.415,NA,NA,NA,NA
fixed,NA,(Intercept),811.397,16.005,50.695,124.404,0
fixed,NA,X_i,41.387,23.137,1.789,52.426,0.079
ran_pars,subj_id,sd__(Intercept),113.354,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.208,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,49.602,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.396,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.507,NA,NA,NA,NA
fixed,NA,(Intercept),787.127,14.579,53.992,111.219,0
fixed,NA,X_i,21.201,22.488,0.943,51.702,0.35
ran_pars,subj_id,sd__(Intercept),95.423,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.258,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.459,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.403,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.105,NA,NA,NA,NA
fixed,NA,(Intercept),809.99,14.529,55.749,104.839,0
fixed,NA,X_i,46.347,23.067,2.009,51.584,0.05
ran_pars,subj_id,sd__(Intercept),91.152,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.389,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.785,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.479,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.365,NA,NA,NA,NA
fixed,NA,(Intercept),803.067,14.811,54.219,103.438,0
fixed,NA,X_i,43.518,23.904,1.821,53.518,0.074
ran_pars,subj_id,sd__(Intercept),91.957,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.246,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,56.681,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),79.622,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.326,NA,NA,NA,NA
fixed,NA,(Intercept),804.356,14.909,53.953,99.571,0
fixed,NA,X_i,86.825,24.085,3.605,50.343,0.001
ran_pars,subj_id,sd__(Intercept),89.939,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.279,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.215,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.679,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.328,NA,NA,NA,NA
fixed,NA,(Intercept),803.835,13.247,60.678,110.434,0
fixed,NA,X_i,56.969,20.505,2.778,52.519,0.008
ran_pars,subj_id,sd__(Intercept),86.845,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.115,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.883,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.864,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.541,NA,NA,NA,NA
fixed,NA,(Intercept),798.449,14.936,53.46,122.189,0
fixed,NA,X_i,59.596,21.325,2.795,48.536,0.007
ran_pars,subj_id,sd__(Intercept),104.974,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.306,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,18.051,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.32,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.397,NA,NA,NA,NA
fixed,NA,(Intercept),782.496,16.347,47.867,95.273,0
fixed,NA,X_i,83.281,26.841,3.103,49.633,0.003
ran_pars,subj_id,sd__(Intercept),95.012,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.087,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.503,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.964,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.657,NA,NA,NA,NA
fixed,NA,(Intercept),819.499,14.986,54.683,113.669,0
fixed,NA,X_i,26.321,22.684,1.16,50.217,0.251
ran_pars,subj_id,sd__(Intercept),99.525,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.06,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.257,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.716,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.888,NA,NA,NA,NA
fixed,NA,(Intercept),787.449,14.671,53.673,117.514,0
fixed,NA,X_i,-0.419,21.956,-0.019,52.16,0.985
ran_pars,subj_id,sd__(Intercept),100.001,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.184,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,45.917,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),73.266,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.512,NA,NA,NA,NA
fixed,NA,(Intercept),795.607,15.724,50.598,109.4,0
fixed,NA,X_i,76.514,24.652,3.104,52.687,0.003
ran_pars,subj_id,sd__(Intercept),101.298,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.221,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,54.012,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.739,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.461,NA,NA,NA,NA
fixed,NA,(Intercept),784.993,15.328,51.212,130.464,0
fixed,NA,X_i,85.281,20.957,4.069,51.188,0
